,spatial-minus-zoneMean-mrt,Size,Design,Weather,Operation
77691,-0.61,Large,Advanced,TMY,PASSIVE
77692,-0.62,Large,Advanced,TMY,PASSIVE
77693,-0.49,Large,Advanced,TMY,PASSIVE
77694,-0.36,Large,Advanced,TMY,PASSIVE
77695,0.44,Large,Advanced,TMY,PASSIVE
77696,0.47,Large,Advanced,TMY,PASSIVE
77697,0.27,Large,Advanced,TMY,PASSIVE
77698,0.38,Large,Advanced,TMY,PASSIVE
77699,0.33,Large,Advanced,TMY,PASSIVE
77700,0.36,Large,Advanced,TMY,PASSIVE
77701,0.3,Large,Advanced,TMY,PASSIVE
77702,0.24,Large,Advanced,TMY,PASSIVE
77703,-0.19,Large,Advanced,TMY,PASSIVE
77704,-0.21,Large,Advanced,TMY,PASSIVE
77705,-0.24,Large,Advanced,TMY,PASSIVE
77706,-0.32,Large,Advanced,TMY,PASSIVE
77707,-0.32,Large,Advanced,TMY,PASSIVE
77708,-0.33,Large,Advanced,TMY,PASSIVE
77709,-0.36,Large,Advanced,TMY,PASSIVE
77710,-0.37,Large,Advanced,TMY,PASSIVE
77711,-0.33,Large,Advanced,TMY,PASSIVE
77712,-0.31,Large,Advanced,TMY,PASSIVE
77713,-0.32,Large,Advanced,TMY,PASSIVE
77714,-0.33,Large,Advanced,TMY,PASSIVE
77715,-0.34,Large,Advanced,TMY,PASSIVE
77716,-0.37,Large,Advanced,TMY,PASSIVE
77717,8.42,Large,Advanced,TMY,PASSIVE
77718,0.2,Large,Advanced,TMY,PASSIVE
77719,0.44,Large,Advanced,TMY,PASSIVE
77720,0.57,Large,Advanced,TMY,PASSIVE
77721,0.61,Large,Advanced,TMY,PASSIVE
77722,0.68,Large,Advanced,TMY,PASSIVE
77723,0.77,Large,Advanced,TMY,PASSIVE
77724,0.78,Large,Advanced,TMY,PASSIVE
77725,0.43,Large,Advanced,TMY,PASSIVE
77726,0.49,Large,Advanced,TMY,PASSIVE
77727,0.22,Large,Advanced,TMY,PASSIVE
77728,-0.27,Large,Advanced,TMY,PASSIVE
77729,-0.39,Large,Advanced,TMY,PASSIVE
77730,-0.51,Large,Advanced,TMY,PASSIVE
77731,-0.59,Large,Advanced,TMY,PASSIVE
77732,-0.66,Large,Advanced,TMY,PASSIVE
77733,-0.68,Large,Advanced,TMY,PASSIVE
77734,-0.68,Large,Advanced,TMY,PASSIVE
77735,-0.68,Large,Advanced,TMY,PASSIVE
77736,-0.72,Large,Advanced,TMY,PASSIVE
77737,-0.76,Large,Advanced,TMY,PASSIVE
77738,-0.82,Large,Advanced,TMY,PASSIVE
77739,-0.81,Large,Advanced,TMY,PASSIVE
77740,-0.8,Large,Advanced,TMY,PASSIVE
77741,1.04,Large,Advanced,TMY,PASSIVE
77742,-0.65,Large,Advanced,TMY,PASSIVE
77743,-0.44,Large,Advanced,TMY,PASSIVE
77744,-0.35,Large,Advanced,TMY,PASSIVE
77745,-0.31,Large,Advanced,TMY,PASSIVE
77746,-0.31,Large,Advanced,TMY,PASSIVE
77747,-0.29,Large,Advanced,TMY,PASSIVE
77748,0.4,Large,Advanced,TMY,PASSIVE
77749,0.44,Large,Advanced,TMY,PASSIVE
77750,-0.27,Large,Advanced,TMY,PASSIVE
77751,-0.3,Large,Advanced,TMY,PASSIVE
77752,-0.36,Large,Advanced,TMY,PASSIVE
77753,-0.43,Large,Advanced,TMY,PASSIVE
77754,-0.52,Large,Advanced,TMY,PASSIVE
77755,-0.53,Large,Advanced,TMY,PASSIVE
77756,-0.54,Large,Advanced,TMY,PASSIVE
77757,-0.55,Large,Advanced,TMY,PASSIVE
77758,-0.55,Large,Advanced,TMY,PASSIVE
77759,-0.56,Large,Advanced,TMY,PASSIVE
77760,-0.58,Large,Advanced,TMY,PASSIVE
77761,-0.62,Large,Advanced,TMY,PASSIVE
77762,-0.64,Large,Advanced,TMY,PASSIVE
77763,-0.67,Large,Advanced,TMY,PASSIVE
77764,-0.67,Large,Advanced,TMY,PASSIVE
77765,-0.55,Large,Advanced,TMY,PASSIVE
77766,-0.41,Large,Advanced,TMY,PASSIVE
77767,0.39,Large,Advanced,TMY,PASSIVE
77768,0.42,Large,Advanced,TMY,PASSIVE
77769,0.31,Large,Advanced,TMY,PASSIVE
77770,0.38,Large,Advanced,TMY,PASSIVE
77771,0.37,Large,Advanced,TMY,PASSIVE
77772,0.34,Large,Advanced,TMY,PASSIVE
77773,0.37,Large,Advanced,TMY,PASSIVE
77774,0.29,Large,Advanced,TMY,PASSIVE
77775,-0.17,Large,Advanced,TMY,PASSIVE
77776,-0.24,Large,Advanced,TMY,PASSIVE
77777,-0.32,Large,Advanced,TMY,PASSIVE
77778,-0.4,Large,Advanced,TMY,PASSIVE
77779,-0.43,Large,Advanced,TMY,PASSIVE
77780,-0.45,Large,Advanced,TMY,PASSIVE
77781,-0.45,Large,Advanced,TMY,PASSIVE
77782,-0.46,Large,Advanced,TMY,PASSIVE
77783,-0.49,Large,Advanced,TMY,PASSIVE
77784,-0.54,Large,Advanced,TMY,PASSIVE
77785,-0.57,Large,Advanced,TMY,PASSIVE
77786,-0.58,Large,Advanced,TMY,PASSIVE
77787,-0.59,Large,Advanced,TMY,PASSIVE
77788,-0.59,Large,Advanced,TMY,PASSIVE
77789,-0.48,Large,Advanced,TMY,PASSIVE
77790,-0.33,Large,Advanced,TMY,PASSIVE
77791,0.41,Large,Advanced,TMY,PASSIVE
77792,0.54,Large,Advanced,TMY,PASSIVE
77793,0.42,Large,Advanced,TMY,PASSIVE
77794,0.58,Large,Advanced,TMY,PASSIVE
77795,0.54,Large,Advanced,TMY,PASSIVE
77796,0.55,Large,Advanced,TMY,PASSIVE
77797,0.49,Large,Advanced,TMY,PASSIVE
77798,0.4,Large,Advanced,TMY,PASSIVE
77799,0.29,Large,Advanced,TMY,PASSIVE
77800,0.11,Large,Advanced,TMY,PASSIVE
77801,-0.13,Large,Advanced,TMY,PASSIVE
77802,-0.2,Large,Advanced,TMY,PASSIVE
77803,-0.23,Large,Advanced,TMY,PASSIVE
77804,-0.24,Large,Advanced,TMY,PASSIVE
77805,-0.24,Large,Advanced,TMY,PASSIVE
77806,-0.25,Large,Advanced,TMY,PASSIVE
77807,-0.26,Large,Advanced,TMY,PASSIVE
77808,-0.27,Large,Advanced,TMY,PASSIVE
77809,-0.29,Large,Advanced,TMY,PASSIVE
77810,-0.31,Large,Advanced,TMY,PASSIVE
77811,-0.32,Large,Advanced,TMY,PASSIVE
77812,-0.37,Large,Advanced,TMY,PASSIVE
77813,-0.28,Large,Advanced,TMY,PASSIVE
77814,0.21,Large,Advanced,TMY,PASSIVE
77815,0.41,Large,Advanced,TMY,PASSIVE
77816,0.59,Large,Advanced,TMY,PASSIVE
77817,0.53,Large,Advanced,TMY,PASSIVE
77818,0.65,Large,Advanced,TMY,PASSIVE
77819,0.76,Large,Advanced,TMY,PASSIVE
77820,0.84,Large,Advanced,TMY,PASSIVE
77821,0.83,Large,Advanced,TMY,PASSIVE
77822,0.67,Large,Advanced,TMY,PASSIVE
77823,0.47,Large,Advanced,TMY,PASSIVE
77824,0.25,Large,Advanced,TMY,PASSIVE
77825,0.11,Large,Advanced,TMY,PASSIVE
77826,-0.16,Large,Advanced,TMY,PASSIVE
77827,-0.21,Large,Advanced,TMY,PASSIVE
77828,-0.23,Large,Advanced,TMY,PASSIVE
77829,-0.25,Large,Advanced,TMY,PASSIVE
77830,-0.26,Large,Advanced,TMY,PASSIVE
77831,-0.26,Large,Advanced,TMY,PASSIVE
77832,-0.28,Large,Advanced,TMY,PASSIVE
77833,-0.3,Large,Advanced,TMY,PASSIVE
77834,-0.3,Large,Advanced,TMY,PASSIVE
77835,-0.31,Large,Advanced,TMY,PASSIVE
77836,-0.31,Large,Advanced,TMY,PASSIVE
77837,-0.21,Large,Advanced,TMY,PASSIVE
77838,0.19,Large,Advanced,TMY,PASSIVE
77839,0.4,Large,Advanced,TMY,PASSIVE
77840,0.57,Large,Advanced,TMY,PASSIVE
77841,0.53,Large,Advanced,TMY,PASSIVE
77842,0.67,Large,Advanced,TMY,PASSIVE
77843,0.64,Large,Advanced,TMY,PASSIVE
77844,0.64,Large,Advanced,TMY,PASSIVE
77845,0.62,Large,Advanced,TMY,PASSIVE
77846,0.6,Large,Advanced,TMY,PASSIVE
77847,0.49,Large,Advanced,TMY,PASSIVE
77848,0.18,Large,Advanced,TMY,PASSIVE
77849,0.11,Large,Advanced,TMY,PASSIVE
77850,-0.22,Large,Advanced,TMY,PASSIVE
77851,-0.28,Large,Advanced,TMY,PASSIVE
77852,-0.27,Large,Advanced,TMY,PASSIVE
77853,-0.25,Large,Advanced,TMY,PASSIVE
77854,-0.23,Large,Advanced,TMY,PASSIVE
77855,-0.25,Large,Advanced,TMY,PASSIVE
77856,-0.28,Large,Advanced,TMY,PASSIVE
77857,-0.31,Large,Advanced,TMY,PASSIVE
77858,-0.3,Large,Advanced,TMY,PASSIVE
77859,-0.29,Large,Advanced,TMY,PASSIVE
77860,-0.31,Large,Advanced,TMY,PASSIVE
77861,-0.23,Large,Advanced,TMY,PASSIVE
77862,0.19,Large,Advanced,TMY,PASSIVE
77863,0.37,Large,Advanced,TMY,PASSIVE
77864,0.7,Large,Advanced,TMY,PASSIVE
77865,0.87,Large,Advanced,TMY,PASSIVE
77866,1.14,Large,Advanced,TMY,PASSIVE
77867,1.25,Large,Advanced,TMY,PASSIVE
77868,1.16,Large,Advanced,TMY,PASSIVE
77869,0.93,Large,Advanced,TMY,PASSIVE
77870,0.94,Large,Advanced,TMY,PASSIVE
77871,0.69,Large,Advanced,TMY,PASSIVE
77872,0.44,Large,Advanced,TMY,PASSIVE
77873,0.24,Large,Advanced,TMY,PASSIVE
77874,0.19,Large,Advanced,TMY,PASSIVE
77875,0.13,Large,Advanced,TMY,PASSIVE
77876,-0.12,Large,Advanced,TMY,PASSIVE
77877,-0.1,Large,Advanced,TMY,PASSIVE
77878,-0.11,Large,Advanced,TMY,PASSIVE
77879,-0.12,Large,Advanced,TMY,PASSIVE
77880,-0.13,Large,Advanced,TMY,PASSIVE
77881,-0.12,Large,Advanced,TMY,PASSIVE
77882,-0.15,Large,Advanced,TMY,PASSIVE
77883,-0.19,Large,Advanced,TMY,PASSIVE
77884,-0.19,Large,Advanced,TMY,PASSIVE
77885,-0.08,Large,Advanced,TMY,PASSIVE
77886,0.15,Large,Advanced,TMY,PASSIVE
77887,0.25,Large,Advanced,TMY,PASSIVE
77888,0.5,Large,Advanced,TMY,PASSIVE
77889,0.91,Large,Advanced,TMY,PASSIVE
77890,0.92,Large,Advanced,TMY,PASSIVE
77891,1.15,Large,Advanced,TMY,PASSIVE
77892,1.09,Large,Advanced,TMY,PASSIVE
77893,0.97,Large,Advanced,TMY,PASSIVE
77894,0.95,Large,Advanced,TMY,PASSIVE
77895,0.82,Large,Advanced,TMY,PASSIVE
77896,0.29,Large,Advanced,TMY,PASSIVE
77897,-0.53,Large,Advanced,TMY,PASSIVE
77898,-0.66,Large,Advanced,TMY,PASSIVE
77899,-0.62,Large,Advanced,TMY,PASSIVE
77900,-0.59,Large,Advanced,TMY,PASSIVE
77901,-0.55,Large,Advanced,TMY,PASSIVE
77902,-0.54,Large,Advanced,TMY,PASSIVE
77903,-0.53,Large,Advanced,TMY,PASSIVE
77904,-0.56,Large,Advanced,TMY,PASSIVE
77905,-0.58,Large,Advanced,TMY,PASSIVE
77906,-0.58,Large,Advanced,TMY,PASSIVE
77907,-0.59,Large,Advanced,TMY,PASSIVE
77908,-0.58,Large,Advanced,TMY,PASSIVE
77909,-0.44,Large,Advanced,TMY,PASSIVE
77910,-0.31,Large,Advanced,TMY,PASSIVE
77911,0.4,Large,Advanced,TMY,PASSIVE
77912,0.55,Large,Advanced,TMY,PASSIVE
77913,0.31,Large,Advanced,TMY,PASSIVE
77914,0.44,Large,Advanced,TMY,PASSIVE
77915,0.52,Large,Advanced,TMY,PASSIVE
77916,0.65,Large,Advanced,TMY,PASSIVE
77917,0.57,Large,Advanced,TMY,PASSIVE
77918,0.35,Large,Advanced,TMY,PASSIVE
77919,0.25,Large,Advanced,TMY,PASSIVE
77920,0.16,Large,Advanced,TMY,PASSIVE
77921,-0.18,Large,Advanced,TMY,PASSIVE
77922,-0.24,Large,Advanced,TMY,PASSIVE
77923,-0.27,Large,Advanced,TMY,PASSIVE
77924,-0.26,Large,Advanced,TMY,PASSIVE
77925,-0.25,Large,Advanced,TMY,PASSIVE
77926,-0.25,Large,Advanced,TMY,PASSIVE
77927,-0.27,Large,Advanced,TMY,PASSIVE
77928,-0.29,Large,Advanced,TMY,PASSIVE
77929,-0.3,Large,Advanced,TMY,PASSIVE
77930,-0.31,Large,Advanced,TMY,PASSIVE
77931,-0.31,Large,Advanced,TMY,PASSIVE
77932,-0.31,Large,Advanced,TMY,PASSIVE
77933,-0.18,Large,Advanced,TMY,PASSIVE
77934,-0.11,Large,Advanced,TMY,PASSIVE
77935,0.24,Large,Advanced,TMY,PASSIVE
77936,0.36,Large,Advanced,TMY,PASSIVE
77937,0.33,Large,Advanced,TMY,PASSIVE
77938,0.28,Large,Advanced,TMY,PASSIVE
77939,0.51,Large,Advanced,TMY,PASSIVE
77940,0.7,Large,Advanced,TMY,PASSIVE
77941,0.91,Large,Advanced,TMY,PASSIVE
77942,0.57,Large,Advanced,TMY,PASSIVE
77943,0.37,Large,Advanced,TMY,PASSIVE
77944,0.22,Large,Advanced,TMY,PASSIVE
77945,-0.14,Large,Advanced,TMY,PASSIVE
77946,-0.22,Large,Advanced,TMY,PASSIVE
77947,-0.25,Large,Advanced,TMY,PASSIVE
77948,-0.26,Large,Advanced,TMY,PASSIVE
77949,-0.25,Large,Advanced,TMY,PASSIVE
77950,-0.25,Large,Advanced,TMY,PASSIVE
77951,-0.26,Large,Advanced,TMY,PASSIVE
77952,-0.26,Large,Advanced,TMY,PASSIVE
77953,-0.26,Large,Advanced,TMY,PASSIVE
77954,-0.28,Large,Advanced,TMY,PASSIVE
77955,-0.29,Large,Advanced,TMY,PASSIVE
77956,-0.28,Large,Advanced,TMY,PASSIVE
77957,-0.17,Large,Advanced,TMY,PASSIVE
77958,0.24,Large,Advanced,TMY,PASSIVE
77959,0.36,Large,Advanced,TMY,PASSIVE
77960,0.58,Large,Advanced,TMY,PASSIVE
77961,0.48,Large,Advanced,TMY,PASSIVE
77962,0.63,Large,Advanced,TMY,PASSIVE
77963,0.59,Large,Advanced,TMY,PASSIVE
77964,0.61,Large,Advanced,TMY,PASSIVE
77965,0.57,Large,Advanced,TMY,PASSIVE
77966,0.52,Large,Advanced,TMY,PASSIVE
77967,0.38,Large,Advanced,TMY,PASSIVE
77968,0.29,Large,Advanced,TMY,PASSIVE
77969,0.13,Large,Advanced,TMY,PASSIVE
77970,-0.08,Large,Advanced,TMY,PASSIVE
77971,-0.1,Large,Advanced,TMY,PASSIVE
77972,-0.11,Large,Advanced,TMY,PASSIVE
77973,-0.14,Large,Advanced,TMY,PASSIVE
77974,-0.17,Large,Advanced,TMY,PASSIVE
77975,-0.21,Large,Advanced,TMY,PASSIVE
77976,-0.25,Large,Advanced,TMY,PASSIVE
77977,-0.26,Large,Advanced,TMY,PASSIVE
77978,-0.26,Large,Advanced,TMY,PASSIVE
77979,-0.28,Large,Advanced,TMY,PASSIVE
77980,-0.29,Large,Advanced,TMY,PASSIVE
77981,-0.21,Large,Advanced,TMY,PASSIVE
77982,-0.12,Large,Advanced,TMY,PASSIVE
77983,0.22,Large,Advanced,TMY,PASSIVE
77984,0.37,Large,Advanced,TMY,PASSIVE
77985,0.53,Large,Advanced,TMY,PASSIVE
77986,0.69,Large,Advanced,TMY,PASSIVE
77987,0.8,Large,Advanced,TMY,PASSIVE
77988,0.79,Large,Advanced,TMY,PASSIVE
77989,0.73,Large,Advanced,TMY,PASSIVE
77990,0.59,Large,Advanced,TMY,PASSIVE
77991,0.37,Large,Advanced,TMY,PASSIVE
77992,-0.17,Large,Advanced,TMY,PASSIVE
77993,-0.26,Large,Advanced,TMY,PASSIVE
77994,-0.35,Large,Advanced,TMY,PASSIVE
77995,-0.38,Large,Advanced,TMY,PASSIVE
77996,-0.38,Large,Advanced,TMY,PASSIVE
77997,-0.39,Large,Advanced,TMY,PASSIVE
77998,-0.41,Large,Advanced,TMY,PASSIVE
77999,-0.42,Large,Advanced,TMY,PASSIVE
78000,-0.41,Large,Advanced,TMY,PASSIVE
78001,-0.42,Large,Advanced,TMY,PASSIVE
78002,-0.42,Large,Advanced,TMY,PASSIVE
78003,-0.42,Large,Advanced,TMY,PASSIVE
78004,-0.41,Large,Advanced,TMY,PASSIVE
78005,-0.33,Large,Advanced,TMY,PASSIVE
78006,-0.19,Large,Advanced,TMY,PASSIVE
78007,0.17,Large,Advanced,TMY,PASSIVE
78008,0.3,Large,Advanced,TMY,PASSIVE
78009,0.29,Large,Advanced,TMY,PASSIVE
78010,0.24,Large,Advanced,TMY,PASSIVE
78011,0.26,Large,Advanced,TMY,PASSIVE
78012,0.3,Large,Advanced,TMY,PASSIVE
78013,0.37,Large,Advanced,TMY,PASSIVE
78014,0.33,Large,Advanced,TMY,PASSIVE
78015,0.19,Large,Advanced,TMY,PASSIVE
78016,-0.08,Large,Advanced,TMY,PASSIVE
78017,-0.14,Large,Advanced,TMY,PASSIVE
78018,-0.23,Large,Advanced,TMY,PASSIVE
78019,-0.23,Large,Advanced,TMY,PASSIVE
78020,-0.23,Large,Advanced,TMY,PASSIVE
78021,-0.22,Large,Advanced,TMY,PASSIVE
78022,-0.22,Large,Advanced,TMY,PASSIVE
78023,-0.23,Large,Advanced,TMY,PASSIVE
78024,-0.24,Large,Advanced,TMY,PASSIVE
78025,-0.26,Large,Advanced,TMY,PASSIVE
78026,-0.26,Large,Advanced,TMY,PASSIVE
78027,-0.27,Large,Advanced,TMY,PASSIVE
78028,-0.27,Large,Advanced,TMY,PASSIVE
78029,-0.16,Large,Advanced,TMY,PASSIVE
78030,0.19,Large,Advanced,TMY,PASSIVE
78031,0.38,Large,Advanced,TMY,PASSIVE
78032,0.6,Large,Advanced,TMY,PASSIVE
78033,0.66,Large,Advanced,TMY,PASSIVE
78034,0.73,Large,Advanced,TMY,PASSIVE
78035,0.63,Large,Advanced,TMY,PASSIVE
78036,0.62,Large,Advanced,TMY,PASSIVE
78037,0.66,Large,Advanced,TMY,PASSIVE
78038,0.66,Large,Advanced,TMY,PASSIVE
78039,0.55,Large,Advanced,TMY,PASSIVE
78040,0.39,Large,Advanced,TMY,PASSIVE
78041,0.22,Large,Advanced,TMY,PASSIVE
78042,-0.19,Large,Advanced,TMY,PASSIVE
78043,-0.14,Large,Advanced,TMY,PASSIVE
78044,-0.15,Large,Advanced,TMY,PASSIVE
78045,-0.22,Large,Advanced,TMY,PASSIVE
78046,-0.27,Large,Advanced,TMY,PASSIVE
78047,-0.3,Large,Advanced,TMY,PASSIVE
78048,-0.32,Large,Advanced,TMY,PASSIVE
78049,-0.36,Large,Advanced,TMY,PASSIVE
78050,-0.4,Large,Advanced,TMY,PASSIVE
78051,-0.41,Large,Advanced,TMY,PASSIVE
78052,-0.39,Large,Advanced,TMY,PASSIVE
78053,-0.25,Large,Advanced,TMY,PASSIVE
78054,0.22,Large,Advanced,TMY,PASSIVE
78055,0.36,Large,Advanced,TMY,PASSIVE
78056,0.57,Large,Advanced,TMY,PASSIVE
78057,0.62,Large,Advanced,TMY,PASSIVE
78058,0.58,Large,Advanced,TMY,PASSIVE
78059,0.48,Large,Advanced,TMY,PASSIVE
78060,0.44,Large,Advanced,TMY,PASSIVE
78061,0.45,Large,Advanced,TMY,PASSIVE
78062,0.45,Large,Advanced,TMY,PASSIVE
78063,0.22,Large,Advanced,TMY,PASSIVE
78064,-0.23,Large,Advanced,TMY,PASSIVE
78065,-0.33,Large,Advanced,TMY,PASSIVE
78066,-0.43,Large,Advanced,TMY,PASSIVE
78067,-0.45,Large,Advanced,TMY,PASSIVE
78068,-0.46,Large,Advanced,TMY,PASSIVE
78069,-0.47,Large,Advanced,TMY,PASSIVE
78070,-0.48,Large,Advanced,TMY,PASSIVE
78071,-0.48,Large,Advanced,TMY,PASSIVE
78072,-0.48,Large,Advanced,TMY,PASSIVE
78073,-0.48,Large,Advanced,TMY,PASSIVE
78074,-0.49,Large,Advanced,TMY,PASSIVE
78075,-0.5,Large,Advanced,TMY,PASSIVE
78076,-0.48,Large,Advanced,TMY,PASSIVE
78077,0.47,Large,Advanced,TMY,PASSIVE
78078,-0.24,Large,Advanced,TMY,PASSIVE
78079,0.15,Large,Advanced,TMY,PASSIVE
78080,0.6,Large,Advanced,TMY,PASSIVE
78081,0.53,Large,Advanced,TMY,PASSIVE
78082,0.51,Large,Advanced,TMY,PASSIVE
78083,0.59,Large,Advanced,TMY,PASSIVE
78084,0.65,Large,Advanced,TMY,PASSIVE
78085,0.69,Large,Advanced,TMY,PASSIVE
78086,0.54,Large,Advanced,TMY,PASSIVE
78087,0.21,Large,Advanced,TMY,PASSIVE
78088,-0.4,Large,Advanced,TMY,PASSIVE
78089,-0.34,Large,Advanced,TMY,PASSIVE
78090,-0.36,Large,Advanced,TMY,PASSIVE
78091,-0.35,Large,Advanced,TMY,PASSIVE
78092,-0.3,Large,Advanced,TMY,PASSIVE
78093,-0.33,Large,Advanced,TMY,PASSIVE
78094,-0.29,Large,Advanced,TMY,PASSIVE
78095,-0.3,Large,Advanced,TMY,PASSIVE
78096,-0.32,Large,Advanced,TMY,PASSIVE
78097,-0.36,Large,Advanced,TMY,PASSIVE
78098,-0.38,Large,Advanced,TMY,PASSIVE
78099,-0.4,Large,Advanced,TMY,PASSIVE
78100,-0.39,Large,Advanced,TMY,PASSIVE
78101,12.97,Large,Advanced,TMY,PASSIVE
78102,0.21,Large,Advanced,TMY,PASSIVE
78103,0.33,Large,Advanced,TMY,PASSIVE
78104,0.66,Large,Advanced,TMY,PASSIVE
78105,0.79,Large,Advanced,TMY,PASSIVE
78106,0.96,Large,Advanced,TMY,PASSIVE
78107,1.09,Large,Advanced,TMY,PASSIVE
78108,1.09,Large,Advanced,TMY,PASSIVE
78109,0.85,Large,Advanced,TMY,PASSIVE
78110,0.75,Large,Advanced,TMY,PASSIVE
78111,0.45,Large,Advanced,TMY,PASSIVE
78112,0.54,Large,Advanced,TMY,PASSIVE
78113,0.3,Large,Advanced,TMY,PASSIVE
78114,0.19,Large,Advanced,TMY,PASSIVE
78115,-0.43,Large,Advanced,TMY,PASSIVE
78116,-0.47,Large,Advanced,TMY,PASSIVE
78117,-0.46,Large,Advanced,TMY,PASSIVE
78118,-0.43,Large,Advanced,TMY,PASSIVE
78119,-0.45,Large,Advanced,TMY,PASSIVE
78120,-0.47,Large,Advanced,TMY,PASSIVE
78121,-0.46,Large,Advanced,TMY,PASSIVE
78122,-0.5,Large,Advanced,TMY,PASSIVE
78123,-0.53,Large,Advanced,TMY,PASSIVE
78124,-0.53,Large,Advanced,TMY,PASSIVE
78125,5.77,Large,Advanced,TMY,PASSIVE
78126,-0.27,Large,Advanced,TMY,PASSIVE
78127,0.33,Large,Advanced,TMY,PASSIVE
78128,0.58,Large,Advanced,TMY,PASSIVE
78129,0.36,Large,Advanced,TMY,PASSIVE
78130,0.51,Large,Advanced,TMY,PASSIVE
78131,0.45,Large,Advanced,TMY,PASSIVE
78132,0.46,Large,Advanced,TMY,PASSIVE
78133,0.47,Large,Advanced,TMY,PASSIVE
78134,0.35,Large,Advanced,TMY,PASSIVE
78135,0.25,Large,Advanced,TMY,PASSIVE
78136,0.15,Large,Advanced,TMY,PASSIVE
78137,-0.11,Large,Advanced,TMY,PASSIVE
78138,-0.16,Large,Advanced,TMY,PASSIVE
78139,-0.22,Large,Advanced,TMY,PASSIVE
78140,-0.23,Large,Advanced,TMY,PASSIVE
78141,-0.23,Large,Advanced,TMY,PASSIVE
78142,-0.23,Large,Advanced,TMY,PASSIVE
78143,-0.26,Large,Advanced,TMY,PASSIVE
78144,-0.3,Large,Advanced,TMY,PASSIVE
78145,-0.32,Large,Advanced,TMY,PASSIVE
78146,-0.32,Large,Advanced,TMY,PASSIVE
78147,-0.34,Large,Advanced,TMY,PASSIVE
78148,-0.34,Large,Advanced,TMY,PASSIVE
78149,0.33,Large,Advanced,TMY,PASSIVE
78150,-0.12,Large,Advanced,TMY,PASSIVE
78151,0.39,Large,Advanced,TMY,PASSIVE
78152,0.64,Large,Advanced,TMY,PASSIVE
78153,0.83,Large,Advanced,TMY,PASSIVE
78154,1.13,Large,Advanced,TMY,PASSIVE
78155,1.17,Large,Advanced,TMY,PASSIVE
78156,1.11,Large,Advanced,TMY,PASSIVE
78157,1.25,Large,Advanced,TMY,PASSIVE
78158,1.05,Large,Advanced,TMY,PASSIVE
78159,0.85,Large,Advanced,TMY,PASSIVE
78160,0.64,Large,Advanced,TMY,PASSIVE
78161,0.34,Large,Advanced,TMY,PASSIVE
78162,0.2,Large,Advanced,TMY,PASSIVE
78163,-0.34,Large,Advanced,TMY,PASSIVE
78164,-0.37,Large,Advanced,TMY,PASSIVE
78165,-0.39,Large,Advanced,TMY,PASSIVE
78166,-0.41,Large,Advanced,TMY,PASSIVE
78167,-0.41,Large,Advanced,TMY,PASSIVE
78168,-0.41,Large,Advanced,TMY,PASSIVE
78169,-0.42,Large,Advanced,TMY,PASSIVE
78170,-0.43,Large,Advanced,TMY,PASSIVE
78171,-0.44,Large,Advanced,TMY,PASSIVE
78172,-0.44,Large,Advanced,TMY,PASSIVE
78173,0.35,Large,Advanced,TMY,PASSIVE
78174,-0.19,Large,Advanced,TMY,PASSIVE
78175,0.17,Large,Advanced,TMY,PASSIVE
78176,0.31,Large,Advanced,TMY,PASSIVE
78177,0.43,Large,Advanced,TMY,PASSIVE
78178,0.55,Large,Advanced,TMY,PASSIVE
78179,0.66,Large,Advanced,TMY,PASSIVE
78180,0.69,Large,Advanced,TMY,PASSIVE
78181,0.59,Large,Advanced,TMY,PASSIVE
78182,0.48,Large,Advanced,TMY,PASSIVE
78183,0.33,Large,Advanced,TMY,PASSIVE
78184,-0.15,Large,Advanced,TMY,PASSIVE
78185,-0.21,Large,Advanced,TMY,PASSIVE
78186,-0.31,Large,Advanced,TMY,PASSIVE
78187,-0.32,Large,Advanced,TMY,PASSIVE
78188,-0.29,Large,Advanced,TMY,PASSIVE
78189,-0.27,Large,Advanced,TMY,PASSIVE
78190,-0.27,Large,Advanced,TMY,PASSIVE
78191,-0.27,Large,Advanced,TMY,PASSIVE
78192,-0.27,Large,Advanced,TMY,PASSIVE
78193,-0.26,Large,Advanced,TMY,PASSIVE
78194,-0.26,Large,Advanced,TMY,PASSIVE
78195,-0.26,Large,Advanced,TMY,PASSIVE
78196,-0.26,Large,Advanced,TMY,PASSIVE
78197,0.39,Large,Advanced,TMY,PASSIVE
78198,-0.16,Large,Advanced,TMY,PASSIVE
78199,-0.1,Large,Advanced,TMY,PASSIVE
78200,0.56,Large,Advanced,TMY,PASSIVE
78201,0.75,Large,Advanced,TMY,PASSIVE
78202,0.6,Large,Advanced,TMY,PASSIVE
78203,0.93,Large,Advanced,TMY,PASSIVE
78204,0.9,Large,Advanced,TMY,PASSIVE
78205,0.77,Large,Advanced,TMY,PASSIVE
78206,0.68,Large,Advanced,TMY,PASSIVE
78207,0.54,Large,Advanced,TMY,PASSIVE
78208,0.29,Large,Advanced,TMY,PASSIVE
78209,0.09,Large,Advanced,TMY,PASSIVE
78210,-0.13,Large,Advanced,TMY,PASSIVE
78211,-0.16,Large,Advanced,TMY,PASSIVE
78212,-0.17,Large,Advanced,TMY,PASSIVE
78213,-0.18,Large,Advanced,TMY,PASSIVE
78214,-0.18,Large,Advanced,TMY,PASSIVE
78215,-0.19,Large,Advanced,TMY,PASSIVE
