,spatial-minus-zoneMean-mrt,Size,Design,Weather,Operation
562,1.83,Small,Standard,TMY,PASSIVE
563,1.97,Small,Standard,TMY,PASSIVE
564,1.54,Small,Standard,TMY,PASSIVE
565,1.02,Small,Standard,TMY,PASSIVE
566,0.87,Small,Standard,TMY,PASSIVE
567,0.7,Small,Standard,TMY,PASSIVE
568,0.75,Small,Standard,TMY,PASSIVE
569,0.33,Small,Standard,TMY,PASSIVE
570,-0.15,Small,Standard,TMY,PASSIVE
571,-0.2,Small,Standard,TMY,PASSIVE
572,-0.2,Small,Standard,TMY,PASSIVE
573,-0.19,Small,Standard,TMY,PASSIVE
574,-0.18,Small,Standard,TMY,PASSIVE
575,-0.19,Small,Standard,TMY,PASSIVE
576,-0.2,Small,Standard,TMY,PASSIVE
577,-0.21,Small,Standard,TMY,PASSIVE
578,-0.21,Small,Standard,TMY,PASSIVE
579,-0.21,Small,Standard,TMY,PASSIVE
580,-0.22,Small,Standard,TMY,PASSIVE
581,-0.19,Small,Standard,TMY,PASSIVE
582,0.2,Small,Standard,TMY,PASSIVE
583,0.76,Small,Standard,TMY,PASSIVE
584,1.37,Small,Standard,TMY,PASSIVE
585,1.16,Small,Standard,TMY,PASSIVE
586,1.43,Small,Standard,TMY,PASSIVE
587,1.27,Small,Standard,TMY,PASSIVE
588,0.84,Small,Standard,TMY,PASSIVE
589,0.74,Small,Standard,TMY,PASSIVE
590,0.58,Small,Standard,TMY,PASSIVE
591,0.29,Small,Standard,TMY,PASSIVE
592,0.17,Small,Standard,TMY,PASSIVE
593,0.08,Small,Standard,TMY,PASSIVE
594,-0.21,Small,Standard,TMY,PASSIVE
595,-0.21,Small,Standard,TMY,PASSIVE
596,-0.21,Small,Standard,TMY,PASSIVE
597,-0.22,Small,Standard,TMY,PASSIVE
598,-0.21,Small,Standard,TMY,PASSIVE
599,-0.22,Small,Standard,TMY,PASSIVE
600,-0.24,Small,Standard,TMY,PASSIVE
601,-0.25,Small,Standard,TMY,PASSIVE
602,-0.25,Small,Standard,TMY,PASSIVE
603,-0.24,Small,Standard,TMY,PASSIVE
604,-0.24,Small,Standard,TMY,PASSIVE
605,-0.2,Small,Standard,TMY,PASSIVE
606,0.43,Small,Standard,TMY,PASSIVE
607,0.96,Small,Standard,TMY,PASSIVE
608,1.28,Small,Standard,TMY,PASSIVE
609,1.42,Small,Standard,TMY,PASSIVE
610,1.58,Small,Standard,TMY,PASSIVE
611,2.85,Small,Standard,TMY,PASSIVE
612,3.03,Small,Standard,TMY,PASSIVE
613,2.76,Small,Standard,TMY,PASSIVE
614,1.93,Small,Standard,TMY,PASSIVE
615,1.0,Small,Standard,TMY,PASSIVE
616,0.88,Small,Standard,TMY,PASSIVE
617,0.44,Small,Standard,TMY,PASSIVE
618,-0.14,Small,Standard,TMY,PASSIVE
619,-0.23,Small,Standard,TMY,PASSIVE
620,-0.21,Small,Standard,TMY,PASSIVE
621,-0.2,Small,Standard,TMY,PASSIVE
622,-0.2,Small,Standard,TMY,PASSIVE
623,-0.22,Small,Standard,TMY,PASSIVE
624,-0.24,Small,Standard,TMY,PASSIVE
625,-0.26,Small,Standard,TMY,PASSIVE
626,-0.28,Small,Standard,TMY,PASSIVE
627,-0.28,Small,Standard,TMY,PASSIVE
628,-0.29,Small,Standard,TMY,PASSIVE
629,-0.26,Small,Standard,TMY,PASSIVE
630,0.21,Small,Standard,TMY,PASSIVE
631,0.78,Small,Standard,TMY,PASSIVE
632,1.21,Small,Standard,TMY,PASSIVE
633,1.61,Small,Standard,TMY,PASSIVE
634,2.22,Small,Standard,TMY,PASSIVE
635,1.51,Small,Standard,TMY,PASSIVE
636,1.17,Small,Standard,TMY,PASSIVE
637,1.34,Small,Standard,TMY,PASSIVE
638,1.55,Small,Standard,TMY,PASSIVE
639,1.21,Small,Standard,TMY,PASSIVE
640,0.94,Small,Standard,TMY,PASSIVE
641,0.42,Small,Standard,TMY,PASSIVE
642,-0.18,Small,Standard,TMY,PASSIVE
643,-0.24,Small,Standard,TMY,PASSIVE
644,-0.22,Small,Standard,TMY,PASSIVE
645,-0.21,Small,Standard,TMY,PASSIVE
646,-0.21,Small,Standard,TMY,PASSIVE
647,-0.24,Small,Standard,TMY,PASSIVE
648,-0.26,Small,Standard,TMY,PASSIVE
649,-0.25,Small,Standard,TMY,PASSIVE
650,-0.25,Small,Standard,TMY,PASSIVE
651,-0.26,Small,Standard,TMY,PASSIVE
652,-0.25,Small,Standard,TMY,PASSIVE
653,-0.23,Small,Standard,TMY,PASSIVE
654,0.2,Small,Standard,TMY,PASSIVE
655,0.87,Small,Standard,TMY,PASSIVE
656,1.86,Small,Standard,TMY,PASSIVE
657,2.28,Small,Standard,TMY,PASSIVE
658,2.91,Small,Standard,TMY,PASSIVE
659,3.14,Small,Standard,TMY,PASSIVE
660,2.99,Small,Standard,TMY,PASSIVE
661,2.49,Small,Standard,TMY,PASSIVE
662,1.74,Small,Standard,TMY,PASSIVE
663,1.28,Small,Standard,TMY,PASSIVE
664,0.73,Small,Standard,TMY,PASSIVE
665,0.44,Small,Standard,TMY,PASSIVE
666,-0.09,Small,Standard,TMY,PASSIVE
667,-0.21,Small,Standard,TMY,PASSIVE
668,-0.24,Small,Standard,TMY,PASSIVE
669,-0.25,Small,Standard,TMY,PASSIVE
670,-0.26,Small,Standard,TMY,PASSIVE
671,-0.26,Small,Standard,TMY,PASSIVE
672,-0.28,Small,Standard,TMY,PASSIVE
673,-0.28,Small,Standard,TMY,PASSIVE
674,-0.29,Small,Standard,TMY,PASSIVE
675,-0.3,Small,Standard,TMY,PASSIVE
676,-0.3,Small,Standard,TMY,PASSIVE
677,-0.24,Small,Standard,TMY,PASSIVE
678,0.23,Small,Standard,TMY,PASSIVE
679,0.78,Small,Standard,TMY,PASSIVE
680,1.32,Small,Standard,TMY,PASSIVE
681,1.3,Small,Standard,TMY,PASSIVE
682,2.27,Small,Standard,TMY,PASSIVE
683,2.41,Small,Standard,TMY,PASSIVE
684,1.96,Small,Standard,TMY,PASSIVE
685,1.67,Small,Standard,TMY,PASSIVE
686,1.44,Small,Standard,TMY,PASSIVE
687,1.19,Small,Standard,TMY,PASSIVE
688,0.62,Small,Standard,TMY,PASSIVE
689,0.18,Small,Standard,TMY,PASSIVE
690,-0.31,Small,Standard,TMY,PASSIVE
691,-0.35,Small,Standard,TMY,PASSIVE
692,-0.34,Small,Standard,TMY,PASSIVE
693,-0.34,Small,Standard,TMY,PASSIVE
694,-0.34,Small,Standard,TMY,PASSIVE
695,-0.35,Small,Standard,TMY,PASSIVE
696,-0.36,Small,Standard,TMY,PASSIVE
697,-0.36,Small,Standard,TMY,PASSIVE
698,-0.39,Small,Standard,TMY,PASSIVE
699,-0.41,Small,Standard,TMY,PASSIVE
700,-0.4,Small,Standard,TMY,PASSIVE
701,-0.36,Small,Standard,TMY,PASSIVE
702,0.17,Small,Standard,TMY,PASSIVE
703,0.83,Small,Standard,TMY,PASSIVE
704,1.16,Small,Standard,TMY,PASSIVE
705,1.27,Small,Standard,TMY,PASSIVE
706,1.52,Small,Standard,TMY,PASSIVE
707,2.06,Small,Standard,TMY,PASSIVE
708,2.12,Small,Standard,TMY,PASSIVE
709,2.65,Small,Standard,TMY,PASSIVE
710,1.91,Small,Standard,TMY,PASSIVE
711,1.35,Small,Standard,TMY,PASSIVE
712,0.75,Small,Standard,TMY,PASSIVE
713,0.22,Small,Standard,TMY,PASSIVE
714,-0.3,Small,Standard,TMY,PASSIVE
715,-0.31,Small,Standard,TMY,PASSIVE
716,-0.31,Small,Standard,TMY,PASSIVE
717,-0.33,Small,Standard,TMY,PASSIVE
718,-0.33,Small,Standard,TMY,PASSIVE
719,-0.35,Small,Standard,TMY,PASSIVE
720,-0.37,Small,Standard,TMY,PASSIVE
721,-0.39,Small,Standard,TMY,PASSIVE
722,-0.39,Small,Standard,TMY,PASSIVE
723,-0.41,Small,Standard,TMY,PASSIVE
724,-0.42,Small,Standard,TMY,PASSIVE
725,-0.38,Small,Standard,TMY,PASSIVE
726,0.16,Small,Standard,TMY,PASSIVE
727,0.62,Small,Standard,TMY,PASSIVE
728,1.36,Small,Standard,TMY,PASSIVE
729,2.11,Small,Standard,TMY,PASSIVE
730,2.83,Small,Standard,TMY,PASSIVE
731,2.07,Small,Standard,TMY,PASSIVE
732,0.64,Small,Standard,TMY,PASSIVE
733,0.93,Small,Standard,TMY,PASSIVE
734,0.62,Small,Standard,TMY,PASSIVE
735,0.51,Small,Standard,TMY,PASSIVE
736,0.3,Small,Standard,TMY,PASSIVE
737,0.26,Small,Standard,TMY,PASSIVE
738,-0.28,Small,Standard,TMY,PASSIVE
739,-0.3,Small,Standard,TMY,PASSIVE
740,-0.29,Small,Standard,TMY,PASSIVE
741,-0.29,Small,Standard,TMY,PASSIVE
742,-0.28,Small,Standard,TMY,PASSIVE
743,-0.32,Small,Standard,TMY,PASSIVE
744,-0.36,Small,Standard,TMY,PASSIVE
745,-0.4,Small,Standard,TMY,PASSIVE
746,-0.42,Small,Standard,TMY,PASSIVE
747,-0.4,Small,Standard,TMY,PASSIVE
748,-0.41,Small,Standard,TMY,PASSIVE
749,-0.42,Small,Standard,TMY,PASSIVE
750,-0.14,Small,Standard,TMY,PASSIVE
751,0.27,Small,Standard,TMY,PASSIVE
752,0.58,Small,Standard,TMY,PASSIVE
753,0.63,Small,Standard,TMY,PASSIVE
754,0.83,Small,Standard,TMY,PASSIVE
755,1.04,Small,Standard,TMY,PASSIVE
756,1.28,Small,Standard,TMY,PASSIVE
757,1.14,Small,Standard,TMY,PASSIVE
758,0.9,Small,Standard,TMY,PASSIVE
759,0.9,Small,Standard,TMY,PASSIVE
760,0.76,Small,Standard,TMY,PASSIVE
761,0.21,Small,Standard,TMY,PASSIVE
762,-0.25,Small,Standard,TMY,PASSIVE
763,-0.31,Small,Standard,TMY,PASSIVE
764,-0.32,Small,Standard,TMY,PASSIVE
765,-0.3,Small,Standard,TMY,PASSIVE
766,-0.28,Small,Standard,TMY,PASSIVE
767,-0.28,Small,Standard,TMY,PASSIVE
768,-0.29,Small,Standard,TMY,PASSIVE
769,-0.27,Small,Standard,TMY,PASSIVE
770,-0.25,Small,Standard,TMY,PASSIVE
771,-0.27,Small,Standard,TMY,PASSIVE
772,-0.29,Small,Standard,TMY,PASSIVE
773,-0.26,Small,Standard,TMY,PASSIVE
774,0.23,Small,Standard,TMY,PASSIVE
775,0.68,Small,Standard,TMY,PASSIVE
776,1.4,Small,Standard,TMY,PASSIVE
777,2.09,Small,Standard,TMY,PASSIVE
778,2.75,Small,Standard,TMY,PASSIVE
779,2.67,Small,Standard,TMY,PASSIVE
780,2.67,Small,Standard,TMY,PASSIVE
781,2.72,Small,Standard,TMY,PASSIVE
782,2.07,Small,Standard,TMY,PASSIVE
783,0.87,Small,Standard,TMY,PASSIVE
784,0.36,Small,Standard,TMY,PASSIVE
785,0.27,Small,Standard,TMY,PASSIVE
786,-0.16,Small,Standard,TMY,PASSIVE
787,-0.27,Small,Standard,TMY,PASSIVE
788,-0.25,Small,Standard,TMY,PASSIVE
789,-0.25,Small,Standard,TMY,PASSIVE
790,-0.25,Small,Standard,TMY,PASSIVE
791,-0.28,Small,Standard,TMY,PASSIVE
792,-0.32,Small,Standard,TMY,PASSIVE
793,-0.33,Small,Standard,TMY,PASSIVE
794,-0.33,Small,Standard,TMY,PASSIVE
795,-0.35,Small,Standard,TMY,PASSIVE
796,-0.34,Small,Standard,TMY,PASSIVE
797,-0.31,Small,Standard,TMY,PASSIVE
798,0.16,Small,Standard,TMY,PASSIVE
799,0.56,Small,Standard,TMY,PASSIVE
800,1.31,Small,Standard,TMY,PASSIVE
801,2.34,Small,Standard,TMY,PASSIVE
802,2.88,Small,Standard,TMY,PASSIVE
803,3.17,Small,Standard,TMY,PASSIVE
804,2.71,Small,Standard,TMY,PASSIVE
805,2.75,Small,Standard,TMY,PASSIVE
806,2.02,Small,Standard,TMY,PASSIVE
807,1.03,Small,Standard,TMY,PASSIVE
808,0.37,Small,Standard,TMY,PASSIVE
809,0.2,Small,Standard,TMY,PASSIVE
810,-0.19,Small,Standard,TMY,PASSIVE
811,-0.28,Small,Standard,TMY,PASSIVE
812,-0.25,Small,Standard,TMY,PASSIVE
813,-0.24,Small,Standard,TMY,PASSIVE
814,-0.25,Small,Standard,TMY,PASSIVE
815,-0.24,Small,Standard,TMY,PASSIVE
816,-0.25,Small,Standard,TMY,PASSIVE
817,-0.28,Small,Standard,TMY,PASSIVE
818,-0.32,Small,Standard,TMY,PASSIVE
819,-0.36,Small,Standard,TMY,PASSIVE
820,-0.36,Small,Standard,TMY,PASSIVE
821,-0.33,Small,Standard,TMY,PASSIVE
822,0.21,Small,Standard,TMY,PASSIVE
823,0.65,Small,Standard,TMY,PASSIVE
824,1.26,Small,Standard,TMY,PASSIVE
825,2.39,Small,Standard,TMY,PASSIVE
826,2.72,Small,Standard,TMY,PASSIVE
827,3.19,Small,Standard,TMY,PASSIVE
828,2.81,Small,Standard,TMY,PASSIVE
829,2.29,Small,Standard,TMY,PASSIVE
830,1.25,Small,Standard,TMY,PASSIVE
831,1.26,Small,Standard,TMY,PASSIVE
832,0.85,Small,Standard,TMY,PASSIVE
833,0.4,Small,Standard,TMY,PASSIVE
834,-0.17,Small,Standard,TMY,PASSIVE
835,-0.28,Small,Standard,TMY,PASSIVE
836,-0.27,Small,Standard,TMY,PASSIVE
837,-0.28,Small,Standard,TMY,PASSIVE
838,-0.29,Small,Standard,TMY,PASSIVE
839,-0.29,Small,Standard,TMY,PASSIVE
840,-0.31,Small,Standard,TMY,PASSIVE
841,-0.33,Small,Standard,TMY,PASSIVE
842,-0.33,Small,Standard,TMY,PASSIVE
843,-0.36,Small,Standard,TMY,PASSIVE
844,-0.37,Small,Standard,TMY,PASSIVE
845,-0.34,Small,Standard,TMY,PASSIVE
846,0.15,Small,Standard,TMY,PASSIVE
847,0.67,Small,Standard,TMY,PASSIVE
848,1.5,Small,Standard,TMY,PASSIVE
849,1.93,Small,Standard,TMY,PASSIVE
850,2.74,Small,Standard,TMY,PASSIVE
851,2.83,Small,Standard,TMY,PASSIVE
852,3.1,Small,Standard,TMY,PASSIVE
853,2.72,Small,Standard,TMY,PASSIVE
854,1.62,Small,Standard,TMY,PASSIVE
855,0.87,Small,Standard,TMY,PASSIVE
856,0.27,Small,Standard,TMY,PASSIVE
857,0.2,Small,Standard,TMY,PASSIVE
858,-0.33,Small,Standard,TMY,PASSIVE
859,-0.45,Small,Standard,TMY,PASSIVE
860,-0.45,Small,Standard,TMY,PASSIVE
861,-0.45,Small,Standard,TMY,PASSIVE
862,-0.47,Small,Standard,TMY,PASSIVE
863,-0.5,Small,Standard,TMY,PASSIVE
864,-0.52,Small,Standard,TMY,PASSIVE
865,-0.53,Small,Standard,TMY,PASSIVE
866,-0.54,Small,Standard,TMY,PASSIVE
867,-0.55,Small,Standard,TMY,PASSIVE
868,-0.57,Small,Standard,TMY,PASSIVE
869,-0.55,Small,Standard,TMY,PASSIVE
870,0.2,Small,Standard,TMY,PASSIVE
871,0.3,Small,Standard,TMY,PASSIVE
872,0.65,Small,Standard,TMY,PASSIVE
873,1.44,Small,Standard,TMY,PASSIVE
874,1.89,Small,Standard,TMY,PASSIVE
875,2.52,Small,Standard,TMY,PASSIVE
876,1.88,Small,Standard,TMY,PASSIVE
877,1.63,Small,Standard,TMY,PASSIVE
878,0.97,Small,Standard,TMY,PASSIVE
879,0.71,Small,Standard,TMY,PASSIVE
880,0.23,Small,Standard,TMY,PASSIVE
881,0.2,Small,Standard,TMY,PASSIVE
882,-0.35,Small,Standard,TMY,PASSIVE
883,-0.35,Small,Standard,TMY,PASSIVE
884,-0.27,Small,Standard,TMY,PASSIVE
885,-0.22,Small,Standard,TMY,PASSIVE
886,-0.24,Small,Standard,TMY,PASSIVE
887,-0.29,Small,Standard,TMY,PASSIVE
888,-0.33,Small,Standard,TMY,PASSIVE
889,-0.37,Small,Standard,TMY,PASSIVE
890,-0.38,Small,Standard,TMY,PASSIVE
891,-0.37,Small,Standard,TMY,PASSIVE
892,-0.39,Small,Standard,TMY,PASSIVE
893,-0.39,Small,Standard,TMY,PASSIVE
894,0.16,Small,Standard,TMY,PASSIVE
895,0.6,Small,Standard,TMY,PASSIVE
896,1.4,Small,Standard,TMY,PASSIVE
897,2.35,Small,Standard,TMY,PASSIVE
898,2.54,Small,Standard,TMY,PASSIVE
899,2.73,Small,Standard,TMY,PASSIVE
900,2.37,Small,Standard,TMY,PASSIVE
901,2.24,Small,Standard,TMY,PASSIVE
902,1.94,Small,Standard,TMY,PASSIVE
903,1.1,Small,Standard,TMY,PASSIVE
904,0.48,Small,Standard,TMY,PASSIVE
905,0.24,Small,Standard,TMY,PASSIVE
906,-0.28,Small,Standard,TMY,PASSIVE
907,-0.29,Small,Standard,TMY,PASSIVE
908,-0.27,Small,Standard,TMY,PASSIVE
909,-0.29,Small,Standard,TMY,PASSIVE
910,-0.33,Small,Standard,TMY,PASSIVE
911,-0.36,Small,Standard,TMY,PASSIVE
912,-0.4,Small,Standard,TMY,PASSIVE
913,-0.44,Small,Standard,TMY,PASSIVE
914,-0.41,Small,Standard,TMY,PASSIVE
915,-0.38,Small,Standard,TMY,PASSIVE
916,-0.38,Small,Standard,TMY,PASSIVE
917,-0.4,Small,Standard,TMY,PASSIVE
918,-0.16,Small,Standard,TMY,PASSIVE
919,0.19,Small,Standard,TMY,PASSIVE
920,0.74,Small,Standard,TMY,PASSIVE
921,0.74,Small,Standard,TMY,PASSIVE
922,0.85,Small,Standard,TMY,PASSIVE
923,0.67,Small,Standard,TMY,PASSIVE
924,0.34,Small,Standard,TMY,PASSIVE
925,0.56,Small,Standard,TMY,PASSIVE
926,0.39,Small,Standard,TMY,PASSIVE
927,0.41,Small,Standard,TMY,PASSIVE
928,0.25,Small,Standard,TMY,PASSIVE
929,0.15,Small,Standard,TMY,PASSIVE
930,-0.27,Small,Standard,TMY,PASSIVE
931,-0.31,Small,Standard,TMY,PASSIVE
932,-0.29,Small,Standard,TMY,PASSIVE
933,-0.26,Small,Standard,TMY,PASSIVE
934,-0.24,Small,Standard,TMY,PASSIVE
935,-0.23,Small,Standard,TMY,PASSIVE
936,-0.21,Small,Standard,TMY,PASSIVE
937,-0.2,Small,Standard,TMY,PASSIVE
938,-0.23,Small,Standard,TMY,PASSIVE
939,-0.25,Small,Standard,TMY,PASSIVE
940,-0.24,Small,Standard,TMY,PASSIVE
941,-0.2,Small,Standard,TMY,PASSIVE
942,0.06,Small,Standard,TMY,PASSIVE
943,0.42,Small,Standard,TMY,PASSIVE
944,0.99,Small,Standard,TMY,PASSIVE
945,1.69,Small,Standard,TMY,PASSIVE
946,2.07,Small,Standard,TMY,PASSIVE
947,2.5,Small,Standard,TMY,PASSIVE
948,2.91,Small,Standard,TMY,PASSIVE
949,2.54,Small,Standard,TMY,PASSIVE
950,1.83,Small,Standard,TMY,PASSIVE
951,1.58,Small,Standard,TMY,PASSIVE
952,0.96,Small,Standard,TMY,PASSIVE
953,0.39,Small,Standard,TMY,PASSIVE
954,-0.21,Small,Standard,TMY,PASSIVE
955,-0.22,Small,Standard,TMY,PASSIVE
956,-0.17,Small,Standard,TMY,PASSIVE
957,-0.16,Small,Standard,TMY,PASSIVE
958,-0.16,Small,Standard,TMY,PASSIVE
959,-0.16,Small,Standard,TMY,PASSIVE
960,-0.16,Small,Standard,TMY,PASSIVE
961,-0.17,Small,Standard,TMY,PASSIVE
962,-0.18,Small,Standard,TMY,PASSIVE
963,-0.19,Small,Standard,TMY,PASSIVE
964,-0.19,Small,Standard,TMY,PASSIVE
965,-0.17,Small,Standard,TMY,PASSIVE
966,0.05,Small,Standard,TMY,PASSIVE
967,0.3,Small,Standard,TMY,PASSIVE
968,0.4,Small,Standard,TMY,PASSIVE
969,0.51,Small,Standard,TMY,PASSIVE
970,1.22,Small,Standard,TMY,PASSIVE
971,2.13,Small,Standard,TMY,PASSIVE
972,2.66,Small,Standard,TMY,PASSIVE
973,2.65,Small,Standard,TMY,PASSIVE
974,1.95,Small,Standard,TMY,PASSIVE
975,0.9,Small,Standard,TMY,PASSIVE
976,0.48,Small,Standard,TMY,PASSIVE
977,0.13,Small,Standard,TMY,PASSIVE
978,-0.22,Small,Standard,TMY,PASSIVE
979,-0.23,Small,Standard,TMY,PASSIVE
980,-0.2,Small,Standard,TMY,PASSIVE
981,-0.19,Small,Standard,TMY,PASSIVE
982,-0.19,Small,Standard,TMY,PASSIVE
983,-0.22,Small,Standard,TMY,PASSIVE
984,-0.25,Small,Standard,TMY,PASSIVE
985,-0.25,Small,Standard,TMY,PASSIVE
986,-0.25,Small,Standard,TMY,PASSIVE
987,-0.25,Small,Standard,TMY,PASSIVE
988,-0.25,Small,Standard,TMY,PASSIVE
989,-0.22,Small,Standard,TMY,PASSIVE
990,0.24,Small,Standard,TMY,PASSIVE
991,0.73,Small,Standard,TMY,PASSIVE
992,1.24,Small,Standard,TMY,PASSIVE
993,2.03,Small,Standard,TMY,PASSIVE
994,2.67,Small,Standard,TMY,PASSIVE
995,2.59,Small,Standard,TMY,PASSIVE
996,3.36,Small,Standard,TMY,PASSIVE
997,2.32,Small,Standard,TMY,PASSIVE
998,1.57,Small,Standard,TMY,PASSIVE
999,1.0,Small,Standard,TMY,PASSIVE
1000,0.37,Small,Standard,TMY,PASSIVE
1001,0.16,Small,Standard,TMY,PASSIVE
1002,-0.17,Small,Standard,TMY,PASSIVE
1003,-0.27,Small,Standard,TMY,PASSIVE
1004,-0.28,Small,Standard,TMY,PASSIVE
1005,-0.29,Small,Standard,TMY,PASSIVE
1006,-0.29,Small,Standard,TMY,PASSIVE
1007,-0.29,Small,Standard,TMY,PASSIVE
1008,-0.3,Small,Standard,TMY,PASSIVE
1009,-0.33,Small,Standard,TMY,PASSIVE
1010,-0.34,Small,Standard,TMY,PASSIVE
1011,-0.34,Small,Standard,TMY,PASSIVE
1012,-0.35,Small,Standard,TMY,PASSIVE
1013,-0.37,Small,Standard,TMY,PASSIVE
1014,0.13,Small,Standard,TMY,PASSIVE
1015,0.43,Small,Standard,TMY,PASSIVE
1016,1.2,Small,Standard,TMY,PASSIVE
1017,1.93,Small,Standard,TMY,PASSIVE
1018,2.11,Small,Standard,TMY,PASSIVE
1019,2.75,Small,Standard,TMY,PASSIVE
1020,2.19,Small,Standard,TMY,PASSIVE
1021,2.4,Small,Standard,TMY,PASSIVE
1022,1.89,Small,Standard,TMY,PASSIVE
1023,1.27,Small,Standard,TMY,PASSIVE
1024,0.39,Small,Standard,TMY,PASSIVE
1025,0.19,Small,Standard,TMY,PASSIVE
1026,-0.39,Small,Standard,TMY,PASSIVE
1027,-0.44,Small,Standard,TMY,PASSIVE
1028,-0.42,Small,Standard,TMY,PASSIVE
1029,-0.42,Small,Standard,TMY,PASSIVE
1030,-0.41,Small,Standard,TMY,PASSIVE
1031,-0.4,Small,Standard,TMY,PASSIVE
1032,-0.43,Small,Standard,TMY,PASSIVE
1033,-0.45,Small,Standard,TMY,PASSIVE
1034,-0.47,Small,Standard,TMY,PASSIVE
1035,-0.46,Small,Standard,TMY,PASSIVE
1036,-0.47,Small,Standard,TMY,PASSIVE
1037,-0.46,Small,Standard,TMY,PASSIVE
1038,0.18,Small,Standard,TMY,PASSIVE
1039,0.63,Small,Standard,TMY,PASSIVE
1040,1.2,Small,Standard,TMY,PASSIVE
1041,1.93,Small,Standard,TMY,PASSIVE
1042,2.94,Small,Standard,TMY,PASSIVE
1043,2.95,Small,Standard,TMY,PASSIVE
1044,2.35,Small,Standard,TMY,PASSIVE
1045,1.97,Small,Standard,TMY,PASSIVE
1046,1.43,Small,Standard,TMY,PASSIVE
1047,1.35,Small,Standard,TMY,PASSIVE
1048,0.56,Small,Standard,TMY,PASSIVE
1049,0.19,Small,Standard,TMY,PASSIVE
1050,-0.26,Small,Standard,TMY,PASSIVE
1051,-0.3,Small,Standard,TMY,PASSIVE
1052,-0.28,Small,Standard,TMY,PASSIVE
1053,-0.27,Small,Standard,TMY,PASSIVE
1054,-0.27,Small,Standard,TMY,PASSIVE
1055,-0.3,Small,Standard,TMY,PASSIVE
1056,-0.35,Small,Standard,TMY,PASSIVE
1057,-0.4,Small,Standard,TMY,PASSIVE
1058,-0.42,Small,Standard,TMY,PASSIVE
1059,-0.43,Small,Standard,TMY,PASSIVE
1060,-0.44,Small,Standard,TMY,PASSIVE
1061,-0.42,Small,Standard,TMY,PASSIVE
1062,0.16,Small,Standard,TMY,PASSIVE
1063,0.48,Small,Standard,TMY,PASSIVE
1064,0.96,Small,Standard,TMY,PASSIVE
1065,1.98,Small,Standard,TMY,PASSIVE
1066,2.79,Small,Standard,TMY,PASSIVE
1067,3.08,Small,Standard,TMY,PASSIVE
1068,2.66,Small,Standard,TMY,PASSIVE
1069,2.01,Small,Standard,TMY,PASSIVE
1070,1.25,Small,Standard,TMY,PASSIVE
1071,0.73,Small,Standard,TMY,PASSIVE
1072,0.29,Small,Standard,TMY,PASSIVE
1073,0.21,Small,Standard,TMY,PASSIVE
1074,-0.32,Small,Standard,TMY,PASSIVE
1075,-0.32,Small,Standard,TMY,PASSIVE
1076,-0.28,Small,Standard,TMY,PASSIVE
1077,-0.26,Small,Standard,TMY,PASSIVE
1078,-0.25,Small,Standard,TMY,PASSIVE
1079,-0.29,Small,Standard,TMY,PASSIVE
1080,-0.33,Small,Standard,TMY,PASSIVE
1081,-0.35,Small,Standard,TMY,PASSIVE
1082,-0.38,Small,Standard,TMY,PASSIVE
1083,-0.38,Small,Standard,TMY,PASSIVE
1084,-0.39,Small,Standard,TMY,PASSIVE
1085,-0.39,Small,Standard,TMY,PASSIVE
1086,0.14,Small,Standard,TMY,PASSIVE
1087,0.65,Small,Standard,TMY,PASSIVE
1088,1.02,Small,Standard,TMY,PASSIVE
1089,1.76,Small,Standard,TMY,PASSIVE
1090,2.11,Small,Standard,TMY,PASSIVE
1091,2.71,Small,Standard,TMY,PASSIVE
1092,2.14,Small,Standard,TMY,PASSIVE
1093,1.78,Small,Standard,TMY,PASSIVE
1094,1.19,Small,Standard,TMY,PASSIVE
1095,0.79,Small,Standard,TMY,PASSIVE
1096,0.38,Small,Standard,TMY,PASSIVE
1097,0.22,Small,Standard,TMY,PASSIVE
1098,-0.41,Small,Standard,TMY,PASSIVE
1099,-0.35,Small,Standard,TMY,PASSIVE
1100,-0.3,Small,Standard,TMY,PASSIVE
1101,-0.27,Small,Standard,TMY,PASSIVE
1102,-0.26,Small,Standard,TMY,PASSIVE
1103,-0.3,Small,Standard,TMY,PASSIVE
1104,-0.33,Small,Standard,TMY,PASSIVE
1105,-0.35,Small,Standard,TMY,PASSIVE
1106,-0.36,Small,Standard,TMY,PASSIVE
1107,-0.35,Small,Standard,TMY,PASSIVE
1108,-0.35,Small,Standard,TMY,PASSIVE
1109,-0.34,Small,Standard,TMY,PASSIVE
1110,-0.15,Small,Standard,TMY,PASSIVE
1111,0.47,Small,Standard,TMY,PASSIVE
1112,0.69,Small,Standard,TMY,PASSIVE
1113,0.68,Small,Standard,TMY,PASSIVE
1114,1.49,Small,Standard,TMY,PASSIVE
1115,3.79,Small,Standard,TMY,PASSIVE
1116,2.78,Small,Standard,TMY,PASSIVE
1117,2.26,Small,Standard,TMY,PASSIVE
1118,1.48,Small,Standard,TMY,PASSIVE
1119,1.01,Small,Standard,TMY,PASSIVE
1120,0.34,Small,Standard,TMY,PASSIVE
1121,0.24,Small,Standard,TMY,PASSIVE
1122,-0.4,Small,Standard,TMY,PASSIVE
1123,-0.37,Small,Standard,TMY,PASSIVE
1124,-0.29,Small,Standard,TMY,PASSIVE
1125,-0.27,Small,Standard,TMY,PASSIVE
